  [fresh-data] disk cache bypassed; all QB data will be re-fetched on this run (use --allow-stale-cache to override)

==================================================================
  Inventory Forecaster — Pets+People
==================================================================
  Manual projection columns: 05_03_W1 → 10_25_W26

[1/4] Pulling projections from Quickbase ...
      1513 records retrieved

[2/4] Pulling master pack + Season from Styles ...
      1510 master pack records loaded (150 with Season tag)

[2.5] Pulling Amazon catalog POS for 1513 mstyles ...
      1352 mstyles with POS data loaded
      viewer_pos_cache.json refreshed (1352 mstyles)

[2.6] Pulling Amazon Catalog US (F38 signals) for 1513 mstyles ...
      1352 mstyles with Amazon Catalog US signals loaded

[2.8] VP-Q4 forward-PO zero: fetching confirmed open POs in forward 26w window for 1513 keys ...
      [vp-q4] BULK fetch: running QB report #27 on table bp8r4dejr (replaces per-account loop) ...
      [vp-q4] 9,696 rows in 2.8s (1 API call vs ~1 per-account calls)
      [vp-q4] cached → open_pos_report.json (reused for 0h)
      [vp-q4] bucketed 1,902 in-scope rows across 350 keys (skipped: 7,013 out-of-scope · 0 zero-qty · 0 no-date · 781 outside-26w)
      350 keys have confirmed forward POs (total open qty: 137,417 units)

[3/4] Running forecasts ...
      Mstyle-family index: 1232 mstyles with active siblings
      Customer-baseline  : 1 customers  (global median wk-rate: 21.2)
      1513 forecasts complete in 1.1s
      Croston's: 420  Heuristic: 91  Inactive: 366  Inactive (zero order history): 14  Inactive+Floor: 1  Inactive+Floor (R3): 2  Reactivating: 7  Seasonal Baseline: 324  Sparse Intermittent: 288  Bi-weekly enforced: 0  Alerts (>5%): 1113
      Saved → forecast_results.json
      Open viewer: python scripts/viewer.py --results forecast_results.json

[DRY RUN] Skipping write-back.

==================================================================
  COMPLETE  |  1513 records  |  Total 26w demand: 4,249,349
  Man 1864-FF5777                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF5777AMZ            540    0    0 1578    0    0 1848    0    0 1332    0    0 1332    0    0 1086    0    0  984    0    0  984    0    0 1104    0     415  +16.2% 
  Man 1864-FF5777AMZ            500  500  500  500  500  500  500  500  500  490  490  490  490  530  530  530  530  530  460  460  460  460  480  480  480  480     495
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF5777PCS2             0    0    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +97.7% 
  Man 1864-FF5777PCS2             5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF5777PCS6             0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0       0  +99.0% 
  Man 1864-FF5777PCS6             8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8       8
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF5780               198  168  150  156  156  174  180  198  168  162  150  168  138  138  132  156  180  132  156  174  156  132  156  162  168  168     161  +1.2% 
  Man 1864-FF5780               155  155  155  155  155  160  160  160  160  155  155  155  155  150  150  150  150  150  175  175  175  175  160  160  160  160     159
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF5780PCS6            14   13   14   13   14   14   16   18   15   13   14   14   13   13   14   13   13   12   13   13   13   13   15   16   16   15      14  +27.3% 
  Man 1864-FF5780PCS6            11   11   11   11   11   11   11   11   11   11   11   11   11   11   11   11   11   11   11   11   11   11   11   11   11   11      11
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF5807                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF5807                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF5807AMZ              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF5807AMZ              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF5807AMZ2             0    0    0    0 3513    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0     135  +63.8% 
  Man 1864-FF5807AMZ2             0    0    0    0    0    0    0    0    0    0    0  143  143  143  143  143  143  143  143  143  143  143  143  143  143  143      82
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF5807AMZN           204  204  204  204  228  240  258  258  252  204  204  204  204  204  204  204  204  204  204  204  204  204  228  228  228  204     215  +577.8% 
  Man 1864-FF5807AMZN           200  200   25   25   25   45   45   45   45   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      32
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF5807COS              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF5807COS              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF5952                 0    0    0    0    0    0    0    0    0 5928    0    0    0    0    0    0    0    0    0    0 5928    0    0    0    0    0     456  +0.0% 
  Man 1864-FF5952                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF5952EC             192   48   48   48   48   48   72   72   48   48   48   48   48   96   48   48   48   48  144   48   48   48   48   48   48   48      61  +85.7% 
  Man 1864-FF5952EC               0    0    0    0    0    0    0    0    0    0    0    0    0    0  925  925  925  925  925  925  925  925  925  925  925  925     427
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF5952PCS2           828  840  864  744  936 1068 1020 1140 1152 1404 1020  588  432  720  504  660  540  348  660  528  372  348  372  384  372  348     700  +14.7% 
  Man 1864-FF5952PCS2           640  640  640  640  640  335  335  335  335  535  535  535  535  585  585  585  585  585  710  710  710  710  855  855  855  855     610
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF5952PCS24            0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   37    0    0    0    0    0    0    0    0    0    0       1  +64.4% 
  Man 1864-FF5952PCS24            4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4       4
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6305                 0    0    0    0    0    0 2136    0    0 1704    0    0 1704    0    0 1704    0    0 1704    0    0 1704    0    0 1920    0     484  +14.7% 
  Man 1864-FF6305               550  550  550  550  550  590  590  590  590  615  615  615  615  520  520  520  520  520  550  550  550  550  595  595  595  595     567
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6305AU               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-FF6305AU               8    8    8    8    8    6    6    6    6    8    8    8    8    6    6    6    6    6    8    8    8    8    7    7    7    7       7
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6305PCS2             0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 1560    0    0    0    0    0    0    0      60  +42.4% 
  Man 1864-FF6305PCS2             0    0    0    0    0    0  165  165  165  125  125  125  125  135  135  135  135  135  130  130  130  130  130  130  130  130     104
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6305PCS24            0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0       0  +94.2% 
  Man 1864-FF6305PCS24            2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2       2
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6553                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF6553                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6553AMZ            492  492  492  492  540  516  558  558  534  390  390  390  390  312  312  312  312  312  300  300  300  300  336  336  336  300     396  +25.4% 
  Man 1864-FF6553AMZ            480  480  480  480  480  635  635  635  635  480  480  480  480  515  515  515  515  515  560  560  560  560  535  535  535  535     531
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6553COS              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF6553COS              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6553PCS2             0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   57    0       2  +85.4% 
  Man 1864-FF6553PCS2            15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15      15
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6554                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  696    0    0    0    0      27  +54.8% 
  Man 1864-FF6554                81   81   81    0    0    0    0    0    0    0   81   81   81   81   81   81   81   81   81   81   81   81   81   81   81   81      59
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6554COS              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF6554COS              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6554PX2              6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6       6  +40.0% 
  Man 1864-FF6554PX2             10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      10
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6634                24   30   36   24   30   36   30   36   24   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18      22  +53.9% 
  Man 1864-FF6634                 0   50   50   50   50   55   55   55   55   55   55   55   55   50   50   50   50   50   45   45   45   45   45   45   45   45      48
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6634AMZ             66   66   66   66   72   78   84   90  120   42   48   48   48   42   78   36   24   24   24   42  138   48   42   30   54   84      60  +0.0% 
  Man 1864-FF6634AMZ              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6634PCS6             1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1       1  +62.5% 
  Man 1864-FF6634PCS6             0    0    0    2    0    0    0    2    0    0    0    2    0    0    0    2    0    0    0    2    0    0    0    2    2    2       1
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6636                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF6636                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6636AMZ             48   48   48   48   54   54   60   60   60   48   48   48   48   42   42   42   42   42   42   42   42   42   48   48   48   42      48  +11.7% 
  Man 1864-FF6636AMZ             30   30   30   30   80   80   80   80   80   30   30   30   30   80   80   80   80   80   45   45   45   45   45   45   45   45      54
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6639                 6    6    0    6    6    6    6    0    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    0    0       5  +74.6% 
  Man 1864-FF6639                20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20      20
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6639PCS2             0    0    0    0    0    0    0    0    0    0    0    0   60    0    0    0    0    0    0    0    0    0    0   60    0    0       5  +48.9% 
  Man 1864-FF6639PCS2             5    5    5    5    5   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10       9
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6639PCS6             0    1    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    1    0    0       0  +0.0% 
  Man 1864-FF6639PCS6             0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6989              1296    0    0 2688    0    0 3360    0    0 2688    0    0 2688    0    0 2688    0    0 2688    0    0 2688    0    0 3024    0     916  +3.6% 
  Man 1864-FF6989               700  700  700  700  700 1100 1100 1100 1100  750  750  750  750  975  975  975  975  975  900  900  900  900  900  900  900  900     884
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6989PCS2             0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   24    0    0    0       1  +98.1% 
  Man 1864-FF6989PCS2             0  100   55   65   65   40   40   65   65   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45      48
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF6989PCS48            1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1       1  +50.0% 
  Man 1864-FF6989PCS48            2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2       2
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7110                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-FF7110                 0    0    0    0    0    0    0    0    0    0  145  145  145  145  145  145  145  145  145  145  145  145  145  145  145  145      89
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7110AU               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-FF7110AU               5    5    5    5    5    1    1    1    1    5    5    5    5    1    1    1    1    1    5    5    5    5    1    1    1    1       3
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7110PX2              6    6    6    6    6    6    9    9    6    6    6    6    6    3    3    6    6    6    3    3    6    6    6    6    6    6       6  +61.5% 
  Man 1864-FF7110PX2             15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15      15
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7112               768  774  774  774  852  810  882  882  846  612  612  612  612  492  492  492  492  492  468  468  468  468  528  528  528  468     623  +10.4% 
  Man 1864-FF7112               765  765  765  765  765  700  700  700  700  680  680  680  680  750  750  750  750  750  590  590  590  590  655  655  655  655     695
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7112AMZ2             0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-FF7112AMZ2             5    5    5    5    5   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10       9
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7112EC               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF7112EC               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7112PCS2           516    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0      20  +58.6% 
  Man 1864-FF7112PCS2            25   25   25   25   25   65   65   65   65   45   45   45   45   60   60   60   60   60   45   45   45   45   50   50   50   50      48
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7112PCS6             3    2    3    2    2    2    2    3    2    2    3    3    2    2    2    3    3    3    2    2    2    2    3    2    2    3       2  +70.2% 
  Man 1864-FF7112PCS6             8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8       8
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7115               234  234  234  234  258  270  294  294  282  234  234  234  234  234  234  234  234  234  234  234  234  234  318    0    0    0     219  +58.4% 
  Man 1864-FF7115               600  600  600  600  600  445  445  445  445  555  555  555  555  535  535  535  535  535  480  480  480  480  520  520  520  520     526
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7115EC               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF7115EC               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7115PCS6             4    4    4    4    4    4    5    6    5    4    4    4    4    4    4    4    4    4    4    4    4    4    5    5    5    4       4  +42.3% 
  Man 1864-FF7115PCS6             3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3       3
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7118                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-FF7118                 0    0    0    0    0    0   84   84   84   84   84   84   84   84   84   84   84   84   84   84   84   84   84   84   84   84      65
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7118PX2             12   12   12   12   15   15   15   15   15    9    9    9    9    9    9    9    9    9    9    9    9    9    9    9    9    9      11  +65.1% 
  Man 1864-FF7118PX2             35   35   35   35   35   20   20   20   20   35   35   35   35   20   20   20   20   35   35   35   35   35   35   35   35   35      30
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7120                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF7120                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7120AMZ2             0    0    0    0   39   21   24   24   21   18   18   18   18   12   12   12   12   12   12   12   12   12   15   15   15   12      14  +6.1% 
  Man 1864-FF7120AMZ2            45    5    5    5    5   45   10   10   10   45   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      13
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7120EC             720  768  774  804  816  702  756  882  732  684  690  690  684  522  474  468  468  450  474  396  384  432  396  204    0    0     553  +75.3% 
  Man 1864-FF7120EC            2000 2000 2000 2000 2000 2375 2375 2375 2375 2500 2500 2500 2500 2075 2075 2075 2075 2075 2300 2300 2300 2300 2250 2250 2250 2250   2,234
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7120PCS2            93   93   84   84   96  105  129  105   90   75   78   75   72   69   63   75   81   66   66   69   87   69   69   78   75   66      81  +132.1% 
  Man 1864-FF7120PCS2            35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35      35
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7120PX6              1    1    1    1    1    1    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1       1  +77.7% 
  Man 1864-FF7120PX6              5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7210                72  144  204  192  180  192  228  348  312  240  252  192  120   96  168  192  120  120  204  252  192  120    0    0    0    0     159  +55.2% 
  Man 1864-FF7210               230 1500  100  100 1500  100  100  100 1500  100  245  245  245  245  245  245  245  245  245  245  245  245  245  245  245  245     356
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7215               144  228  312  276  396  180  276  264  300  300  144  108  144   84  120  204  132  180  120  180  192   96  132  192  324  180     200  +33.3% 
  Man 1864-FF7215               270  300  300  300  270  300  300  300  300  300  290  290  290  335  335  335  335  335  290  290  290  290  290  290  290  290     300
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7216               216  252  588  780  432  288  432  276  288  372  264  240  216  288  324  324  408  180  240  360  384  720  264  156  240  348     342  +23.5% 
  Man 1864-FF7216               410  410  410  410  410  435  435  435  435  460  460  460  460  460  460  460  460  460  460  460  460  460  460  460  460  460     447
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7217               156  132  144  156  192  180  180  192  180  168  156  132  120  120  132  156  132  132  144  144  144  132  168  168  156  144     152  +54.7% 
  Man 1864-FF7217               100  100 1500  208  208 1500  208 1500  100  100  100  208  208  208  208  208  208  208  208  208  208  208  208  208  208  208     336
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7217AU               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-FF7217AU               1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1       1
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7218                24   36    0   60   60   60   72   96   84   60   72   72   36   72   60   84    0    0    0    0    0    0    0    0    0    0      36  +79.3% 
  Man 1864-FF7218               105  105 1000    0    0    0    0 1000  120  550  115  115  115  105  105  105  105  105  105  105  105  105  105  105  105  105     177
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7221                 0    0    0  516  564  588  636  636  612  516  516  516  516  516  516  516  516  516  516  516  516  516  576  576  576  516     481  +11.0% 
  Man 1864-FF7221                 0    0    0    0  810  865  865  865  865  575  575  575  575  615  615  615  615  615  550  550  550  550  550  550  550  550     540
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7228               492  516  564  528  564  552  624  624  612  516  492  492  396  420  480  504  384  516  384  372  300  300  360  384  384  372     467  +11.6% 
  Man 1864-FF7228               400  400  400  400  400  410  410  410  410  455  455  455  455  430  430  430  430  430  400  400  400  400  415  415  415  415     418
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7258                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF7258                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7258AMZ           2154 1914 4092 3780 3918 2838 2202 1164  966 1152 1380 4230 2076 2076 1914 2022 1830 1008 1566 2232 1668 1536 1716 2472 2532 1116   2,137  +20.5% 
  Man 1864-FF7258AMZ           2550 2550 2550 2550 2550 2625 2625 2625 2625 2700 2700 2700 2700 3000 3000 3000 3000 2650 2650 2650 2650 2650 2650 2650 2650 2650   2,688
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7258AMZ2             0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF7258AMZ2             0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7258COS              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF7258COS              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7258CP6              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF7258CP6              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7258PCS2           135    0    0    0  507    0    0    0  504    0    0    0  363    0    0    0  294    0    0    0  279    0    0    0  315    0      92  +57.8% 
  Man 1864-FF7258PCS2             0  225  225  225  225  230  230  230  230  225  225  225  225  240  240  240  240  240  220  220  220  220  220  220  220  220     218
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7258PCS6             7    6    6    7    7    7    7    7    6    5    5    5    5    4    5    5    5    5    4    4    4    4    5    5    5    4       5  +33.7% 
  Man 1864-FF7258PCS6             4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4    4       4
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7260                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF7260                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7260AMZ             12   12   12   12   12   12   18   18   18   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12      13  +36.5% 
  Man 1864-FF7260AMZ             20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20      20
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7260AMZ2             3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3       3  +66.7% 
  Man 1864-FF7260AMZ2             9    9    9    9    9    9    9    9    9    9    9    9    9    9    9    9    9    9    9    9    9    9    9    9    9    9       9
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7260CP6              0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0       0  +0.0% 
  Man 1864-FF7260CP6              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7261                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF7261                 0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-FF7261AMZ              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-FF7261AMZ              0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
